M,Q,N_Tx,N_Rx,P,D_t,D_f,D_tx,D_rx,D_total,nu_Dmax,theta_max,mse,nmse,max_abs_err,runtime_soce_s,runtime_dps_alpha_s,runtime_dps_recon_s
256,64,4,4,80,6,9,4,4,864,4.82253086419753e-05,0.0555,3.43343032230382e-09,8.53410711296342e-09,0.00020146451932739,0.269081,0.03752,0.02056
