M,Q,N_Tx,N_Rx,P,D_t,D_f,D_tx,D_rx,D_total,r_t,r_f,r_tx,r_rx,nu_Dmax,theta_max,mse_exact,nmse_exact,max_abs_err_exact,mse_approx_4d,nmse_approx_4d,max_abs_err_approx_4d,mse_hybrid,nmse_hybrid,max_abs_err_hybrid,mse_hybrid_vs_exact,nmse_hybrid_vs_exact,max_abs_err_hybrid_vs_exact,runtime_soce_s,runtime_exact_dps_alpha_s,runtime_exact_dps_recon_s,runtime_approx_4d_alpha_s,runtime_approx_4d_recon_s,runtime_hybrid_approx_alpha_s,runtime_hybrid_approx_recon_s
256,64,4,4,80,6,9,4,4,864,2,512,512,512,4.82253086419753e-05,0.0555,3.43343032230382e-09,8.53410711296342e-09,0.00020146451932739,8.02532358246647e-05,0.000199476804943589,0.022322542601751,1.72479771816329e-07,4.28714349593195e-07,0.00167138116712813,1.69046341493923e-07,4.20180246065843e-07,0.0016399490919741,0.222372,0.021346,0.024209,0.061662,0.019321,0.022255,0.003067
